,Token_id,Trait_count,Trait_list
1990,1990,8,"['Cool Gray', 'Maroon Short Spiky', 'Red', 'Black Yukata', 'Koi Tattoo', 'Not Bad', 'Red Fang Face Paint', 'Closed']"
1991,1991,7,"['Buzzcut', 'Curious', 'Fan', 'Azuki Sweater', 'Off White C', 'Human', 'Chuckle']"
1992,1992,7,"['Magenta Pigtails', 'Off White B', 'Frown', 'Leather Katana', 'Relaxed', 'Human', 'Black Hoodie']"
1993,1993,9,"['Toothpick', 'Full Bandana', 'Eye Scar', 'Denim Jacket', 'Suspicious', 'Katana', 'Off White B', 'Maroon Disheveled', 'Human']"
1994,1994,10,"['Black Bucket Hat', 'Clear Glasses', 'Focused', 'Coin', 'Black Swept Back', 'Green Yukata', 'Off White C', 'Not Bad', 'Human', 'Chill Headphones']"
1995,1995,7,"['Cool Gray', 'Orange Samurai', 'Suspicious', 'Human', 'Chill Headphones', 'White Layered Yukata', 'Closed']"
1996,1996,9,"['Sunflower', 'Daydreaming', 'Laughing', 'Coin', 'Maroon Bun', 'Off White C', 'Black Perfecto Jacket', 'Human', 'Blush']"
1997,1997,8,"['Magenta Flowy', 'Clear Glasses', 'Relaxed', 'Ruby', 'Off White B', 'Monk Staff', 'Human', 'Light Armor']"
1998,1998,9,"['Curious', 'Powder Blue Swept Back', 'Dark Purple', 'Chiyogami', 'Leather Katana', 'Butterfly', 'Smoking', 'Human', 'Hoodie with Bag']"
1999,1999,8,"['Bokken', 'Grass', 'Azuki Sweater', 'Green Fluffy', 'Round Blue Sunglasses', 'Off White C', 'Pierced Eyebrow', 'Human']"
2000,2000,9,"['Black Glasses', 'Red Perfecto Jacket', 'Golden Kanabo', 'Off White D', 'Concerned', 'Maroon Bun', 'Red Bean', 'Frown', 'Human']"
2001,2001,8,"['Umbrella', 'Brown Long', 'Red', 'Indifferent', 'White Hoodie', 'Human', 'Frog Headband', 'Chuckle']"
2002,2002,7,"['Turquoise Kimono', 'Indigo Pixie', 'Chewing', 'Off White B', 'Concerned', 'Human', 'Small Hoop']"
2003,2003,8,"['Red', 'Hand Wrap', 'Red', 'Azuki Tech Jacket', 'Relaxed', 'Green Ombre Bangs', 'IKZ Baseball Cap', 'Closed']"
2004,2004,7,"['Red', 'Pink Bangs', 'Red Perfecto Jacket', 'Daydreaming', 'Whistling', 'Human', 'Banner']"
2005,2005,8,"['Black Ninja Top', 'Tongue Out', 'Reading Glasses', 'Off White C', 'Blonde Pixie', 'Calm', 'Human', 'Frog Headband']"
2006,2006,8,"['Pink Oversized Kimono', 'Joyful', 'Green Pigtails', 'Off White D', 'Distressed Beanie', 'Grass', 'Sakura Katana', 'Human']"
2007,2007,9,"['Toothpick', 'Buzzcut', 'Maroon Yukata', 'Chill', 'Full Bandana', 'Off White D', 'Lantern', 'Sloth Headphones', 'Blue']"
2008,2008,7,"['Smile', 'Off White B', 'Green Ponytail', 'Koi Tattoo', 'Human', 'Blue Bikini', 'Determined']"
2009,2009,7,"['Kimono with Jacket', 'Red', 'Red Panda Mask', 'Suspicious', 'Blue Short Spiky', 'Not Bad', 'Human']"
2010,2010,9,"['Dark Blue', 'Chewing', 'Teal Bangs', 'Tank Top with Jacket', 'Bat', 'Blue Sunglasses', 'Human', 'Chill Headphones', 'Hopeful']"
2011,2011,7,"['Sword', 'Hoshi Jacket', 'Off White D', 'Grass', 'Blue Spiky', 'Meditating', 'Human']"
2012,2012,8,"['Red', 'Hoshi Jacket', 'Blonde Hairband', 'Bubble Gum', 'Round Blue Sunglasses', 'Floorsweeper', 'Human', 'Closed']"
2013,2013,10,"['Red', 'Yellow Kanzashi', 'Laughing', 'Concerned', 'Round Blue Sunglasses', 'Lantern', 'Red Panda Kimono', 'Human', 'Chill Headphones', 'Pink Pixie']"
2014,2014,7,"['Meh', 'Spirit', 'Dark Blue', 'Full Bandana', 'Black Kimono', 'Careless', 'Spirit Spiky']"
2015,2015,8,"['Meh', 'Hand Wrap', 'Maroon Half Bun', 'Alpine Jacket', 'Sakura', 'Off White C', 'Careless', 'Human']"
2016,2016,10,"['Wu', 'Relaxed', 'Off White B', 'Azuki Sweater', 'Blush', 'Blonde Pixie', 'Human', 'Azuki Cap', 'Chill Headphones', 'Determined']"
2017,2017,7,"['Brown Messy', 'Off White D', 'Careless', 'Long Stubble', 'Human', 'Dragon', 'Light Kimono']"
2018,2018,7,"['Pink Oversized Kimono', 'Blue Bob', 'Bat', 'Lipstick', 'Off White C', 'Human', 'Amethyst']"
2019,2019,8,"['Cat Headband', 'Purple Spiky', 'Indifferent', 'Off White A', 'Black Kimono', 'Monkey King Staff', 'Human', 'Growl']"
2020,2020,8,"['Bean Juice', 'Chill', 'Maroon Short Spiky', 'Relaxed', 'Off White B', 'Black Perfecto Jacket', 'Human', 'Tribal Tattoo']"
2021,2021,8,"['Red', 'Pink Bangs', 'Smirk', 'Backwards Cap', 'Fan', 'Human', 'Light Armor', 'Determined']"
2022,2022,8,"['Meh', 'Off White B', 'Red Panda T-Shirt', 'Careless', 'Fireball', 'Human', 'Black Fluffy', 'Red Fang Face Paint']"
2023,2023,7,"['Brown Long', 'Off White A', 'Bokken', 'Careless', 'Human', 'Growl', 'Hoodie with Bag']"
2024,2024,9,"['Towel', 'Silver Flowy', 'Zanbato', 'Smile', 'Off White D', 'Concerned', 'Blue Sunglasses', 'Human', 'Frog Hoodie']"
2025,2025,6,"['Smile', 'Off White D', 'Azuki Sweater', 'Human', 'Striking', 'Green Ombre Flowy']"
2026,2026,9,"['420', 'Pensive', 'Bat', 'Off White C', 'Pointy Straw Hat', 'Powder Blue Disheveled', 'Human', 'Wireless Earbuds', 'Hoodie with Bag']"
2027,2027,7,"['Dark Blue', 'Wheat Straw', 'Bandage Top', 'Daydreaming', 'Blonde Pixie', 'Human', 'Banner']"
2028,2028,8,"['Fishing Rod', 'Red Hoodie', 'Green Flowy', 'Relaxed', 'Concerned', 'Off White C', 'Human', 'IKZ Baseball Cap']"
2029,2029,7,"['Smirk', 'Curious', 'Dark Blue', 'Black Yukata', 'Green Fluffy', 'Human', 'Contract Tattoo']"
2030,2030,8,"['Red', 'Laughing', 'Silver Bun', 'Skateboard', 'Relaxed', 'Human', 'Black Hoodie', 'Red Fang Face Paint']"
2031,2031,9,"['Umbrella', 'Relaxed', 'Full Bandana', 'Off White D', 'Yin Yang', 'Red Panda T-Shirt', 'Pierced Eyebrow', 'Human', 'Black Fluffy']"
2032,2032,8,"['Zanbato', 'Purple Spiky', 'Closed', 'Off White C', 'Sleep Mask', 'Human', 'Growl', 'Light Kimono']"
2033,2033,7,"['Denim Jacket', 'Coin', 'Off White C', 'Maroon Ponytail', 'Smoking', 'Human', 'Striking']"
2034,2034,7,"['Blue Half Bun', 'Distressed Beanie', 'Off White B', 'White Hoodie', 'Closed', 'Human', 'Hopeful']"
2035,2035,9,"['Rain Jacket', 'Buzzcut', 'Fishing Rod', 'Sneakers', 'Off White A', 'Scroll', 'Human', 'Eye Patch', 'Closed']"
2036,2036,9,"['Smirk', 'Brown Messy', 'Golden Shinai', 'Focused', 'Off White D', 'Round Blue Sunglasses', 'Smoke', 'Human', 'Kimono with Straw Hat']"
2037,2037,7,"['Zanbato', 'Off White B', 'Bored', 'Black Bomber', 'Human', 'Blonde Swept Back', 'Closed']"
2038,2038,7,"['420', 'Off White A', 'Kanabo', 'Azuki Tech Jacket', 'Purple Pigtails', 'Human', 'Determined']"
2039,2039,9,"['Hand Wrap', 'Fur Hoodie', 'Lipstick', 'Off White C', 'Silver Bob', 'Human', 'Blush', 'Purple Kanzashi', 'Closed']"
2040,2040,7,"['Long Dreadlocks', 'Azuki Tech Jacket', 'Off White C', 'Meditating', 'Growl', 'Human', 'Small Hoop']"
2041,2041,8,"['Frog Mask', 'Hoodie', 'Choker', 'Off White A', 'Chewing', 'Green Ponytail', 'Human', 'Hopeful']"
2042,2042,9,"['Tribal Tattoo', 'Bandage Top', 'Bubble Gum', 'Purple Bun', 'Leather Katana', 'Off White C', 'Human', 'Seer Eyeband', 'Closed']"
2043,2043,9,"['Meh', 'Eye Scar', 'Maroon Disheveled', 'Off White C', 'Vest', 'Human', 'Golden Boombox', 'Azuki Cap', 'Determined']"
2044,2044,7,"['Red', '420', 'Fishing Rod', 'Black Yukata', 'Magenta Messy', 'Human', 'Bored']"
2045,2045,8,"['Indigo Messy', 'Chill', 'Maroon Yukata', 'Kanabo', 'Off White D', 'Grass', 'Round Blue Sunglasses', 'Human']"
2046,2046,9,"['Smirk', 'Sloth Headband', 'Black Ninja Top', 'Off White D', 'Fan', 'Sleep Mask', 'Purple Pigtails', 'Human', 'Closed']"
2047,2047,8,"['Long Dreadlocks', 'Blue Tassel', 'Laughing', 'Azuki Tech Jacket', 'Off White C', 'Calm', 'Human', 'IKZ Baseball Cap']"
2048,2048,9,"['Red', 'Shinto Robe', 'Eye Scar', 'Pout', 'Maroon Disheveled', 'Koi Tattoo', 'Beret', 'Human', 'Determined']"
2049,2049,8,"['Cool Gray', 'Fireflies', 'Tongue Out', 'Green Pigtails', 'Chef Headband', 'Blue Qipao', 'Calm', 'Human']"
2050,2050,8,"['Brown Spiky', 'Off White A', 'Frog T-Shirt', 'Monkey King Staff', 'Human', 'Chill Headphones', 'Closed', 'Tactical Knife']"
2051,2051,6,"['Blonde Short Spiky', 'White T-Shirt', 'Off White C', 'Human', 'Sleep Bubble', 'Closed']"
2052,2052,8,"['Orange Pixie', 'Tongue Out', 'Off White C', 'Cat Baseball Cap', 'Pierced Eyebrow', 'Human', 'Light Armor', 'Shuriken']"
2053,2053,7,"['White', 'Hoodie', 'Choker', 'Off White A', 'Blonde Bob', 'Frown', 'Human']"
2054,2054,8,"['Stitched Samurai Armor', 'Zanbato', 'Smirk', 'Round Blue Sunglasses', 'Off White C', 'Black Bangs', 'Human', 'Hopeful']"
2055,2055,6,"['Joyful', 'Silver Bangs', 'Scroll', 'Off White B', 'Blue Kimono with Bow', 'Human']"
2056,2056,9,"['Red', 'Sandogasa', 'Determined', 'Frown', 'Red Floral Kimono', 'Monk Staff', 'Human', 'Tribal Tattoo', 'Brown Ponytail']"
2057,2057,8,"['Teal Bun', 'Black Qipao', 'Eye Scar', 'Ruby', 'Grin', 'Off White D', 'Sakura Katana', 'Human']"
2058,2058,8,"['Brown Long', 'Skateboard', 'Off White C', 'Vegan Mink Coat', 'Careless', 'Human', 'IKZ Baseball Cap', 'Closed']"
2059,2059,8,"['White', 'Spirit', 'Spirit Long', 'Frog Yukata', 'Pout', 'Sakura', 'Off White C', 'Sakura Katana']"
2060,2060,6,"['White', 'Red', 'Green Ombre Bangs', 'Face Mask', 'Hoodie with Bag', 'Blue']"
2061,2061,9,"['Magenta Pigtails', 'Smirk', 'Cloud Poncho', 'Blue Fan', 'Off White D', 'Chef Headband', 'Calm', 'Human', 'Water']"
2062,2062,9,"['Towel', 'Cool Gray', 'Dress Shirt', 'Fireflies', 'Golden Fishing Rod', 'Pout', 'Blue Short Spiky', 'Human', 'Closed']"
2063,2063,8,"['Shinto Robe', 'Cool Gray', 'Chuckle', 'Suspicious', 'Guitar', 'Human', 'Blonde Swept Back', 'Chill Headphones']"
2064,2064,8,"['Smirk', 'Corded Earbuds', 'Off White A', 'Joyful', 'Newsboy Cap', 'Blue Bob', 'Blue Kimono with Bow', 'Human']"
2065,2065,7,"['Wheat Straw', 'Floorsweeper', 'Off White C', 'Human', 'Green Samurai', 'White Layered Yukata', 'Determined']"
2066,2066,9,"['Brown Long', 'Black Yukata', 'Off White B', 'Gaiter', 'Meditating', 'Human', 'IKZ Baseball Cap', 'Seer Eyeband', 'Hand Seal']"
2067,2067,8,"['Teal Bun', 'Lavender Kimono with Bow', 'Daydreaming', 'Katana', 'Round Blue Sunglasses', 'Frown', 'Off White C', 'Human']"
2068,2068,8,"['Smirk', 'Turquoise Kimono', 'Ruby', 'Katana', 'Off White B', 'Silver Bun', 'Human', 'Tribal Tattoo']"
2069,2069,8,"['Buzzcut', 'Smirk', 'Off White A', 'Black Yukata', 'Guitar', 'Meditating', 'Human', 'Contract Tattoo']"
2070,2070,8,"['Meh', 'Maroon Short Spiky', 'Dark Purple', 'Suspicious', 'White T-Shirt', 'Sloth Mask', 'Sakura Katana', 'Human']"
2071,2071,8,"['Yellow Bikini', 'Joyful', 'Chewing', 'Off White D', 'Maroon Bun', 'Lantern', 'Smoke', 'Human']"
2072,2072,7,"['Chill', 'Relaxed', 'Bat', 'Off White C', 'Vest', 'Human', 'Blonde Long']"
2073,2073,8,"['Skull Ear Cuffs', 'Smirk', 'Maroon Short Spiky', 'Red', 'Off White D', 'Pensive', 'Banner', 'White Layered Yukata']"
2074,2074,6,"['Black Qipao', 'Indigo Pixie', 'Off White D', 'Smoking', 'Human', 'Closed']"
2075,2075,7,"['Off White A', 'Black Bangs', 'Laughing', 'Azuki Track Jacket', 'Gloves', 'Calm', 'Human']"
2076,2076,8,"['Golden Bat', 'Red Kimono', 'Chain', 'Lightning', 'Off White C', 'Braids', 'Human', 'Tactical Knife']"
2077,2077,7,"['Red', 'Wheat Straw', 'Ruby', 'Black Blonde Half Bun', 'Katana', 'White Hoodie', 'Human']"
2078,2078,8,"['Pink Flowy', 'Relaxed', 'Bandage Top', 'Joyful', 'Blue Tassel', 'Coin', 'Off White D', 'Human']"
2079,2079,8,"['Suspicious', 'Bumblebee Jacket', 'Off White B', 'Grass', 'Orange Swept Back', 'Human', 'Fur Bucket Hat', 'Shuriken']"
2080,2080,7,"['Calm', 'Off White A', 'Laughing', 'Leather Katana', 'Cat Kigurumi', 'Human', 'Brown Ponytail']"
2081,2081,7,"['Pink Oversized Kimono', 'Silver Bangs', 'Laughing', 'Off White B', 'Lantern', 'Amethyst', 'Blue']"
2082,2082,6,"['Grin', 'Off White B', 'White Hoodie', 'Human', 'Relaxed', 'Green Half Bun']"
2083,2083,7,"['Maroon Half Bun', 'Laughing', 'Katana', 'Off White B', 'Frog Kigurumi', 'Calm', 'Human']"
2084,2084,8,"['Smirk', 'Off White A', 'Black Yukata', 'Maroon Disheveled', 'Chef Headband', 'Leather Katana', 'Meditating', 'Human']"
2085,2085,8,"['Smirk', 'Chill', 'Talisman', 'Blue Short Spiky', 'Frog Baseball Cap', 'Black T-Shirt', 'Off White C', 'Human']"
2086,2086,8,"['Red Stripes Face Paint', 'Ayaigasa', 'Off White D', 'Blue Kimono', 'Indigo Long', 'Not Bad', 'Human', 'Closed']"
2087,2087,8,"['Black Bucket Hat', 'Brown Disheveled', 'Kung Fu Shirt', 'Kanabo', 'Off White C', 'Human', 'Growl', 'Determined']"
2088,2088,9,"['Broken Straw Hat', 'Off White A', 'Daydreaming', 'Water Orb', 'Beads', 'Azuki Sweater', 'Frown', 'Human', 'Blue Pink Ombre Flowy']"
2089,2089,7,"['Umbrella', 'Red', 'Green Flowy', 'Concerned', 'Blue Bomber', 'Lipstick', 'Human']"
2090,2090,8,"['Earth', 'Reading Glasses', 'Off White D', 'Camo Hoodie', 'Indigo Disheveled', 'Pierced Eyebrow', 'Human', 'Closed']"
2091,2091,8,"['Towel', 'Wheat Straw', 'Focused', 'Chill', 'Black Yukata', 'Off White C', 'Powder Blue Disheveled', 'Human']"
2092,2092,9,"['Umbrella', 'Blonde Bun', 'Off White A', 'Round Purple Sunglasses', 'Blue Tassel', 'Red Floral Kimono', 'Smoking', 'Human', 'Striking']"
2093,2093,10,"['Backwards Cap', 'Laughing', 'Off White B', 'Beads', 'Violet Flowy', 'Blue Kimono with Bow', 'Spiked Ring', 'Human', 'Eye Patch', 'Closed']"
2094,2094,7,"['Bean Juice', 'Turquoise Kimono', 'Indigo Pixie', 'Off White B', 'Human', 'Face Mask', 'Closed']"
2095,2095,7,"['Magenta Pigtails', 'Toothpick', 'Kanabo', 'Dark Purple', 'Daydreaming', 'Azuki Tech Jacket', 'Human']"
2096,2096,8,"['Toothpick', 'Silver Spiky', 'Sandogasa', 'White T-Shirt', 'Off White B', 'Pierced Eyebrow', 'Human', 'Red Fang Face Paint']"
2097,2097,7,"['Alpine Jacket', 'Violet Flowy', 'Lipstick', 'Leather Katana', 'Off White C', 'Human', 'Closed']"
2098,2098,7,"['Pensive', 'Indigo Long', 'Beads', 'Black Bomber', 'Off White C', 'Not Bad', 'Human']"
2099,2099,8,"['Cool Gray', 'Fireflies', 'Suspicious', 'Katana', 'Magenta Messy', 'Red Panda T-Shirt', 'Human', 'Chuckle']"
2100,2100,7,"['Matsuri Happi', 'Brown Disheveled', 'Off White B', 'Fan', 'Human', 'Growl', 'Closed']"
2101,2101,8,"['Corded Earbuds', 'Off White D', 'Pink Hairband', 'Lipstick', 'Red Floral Kimono', 'Monk Staff', 'Human', 'Determined']"
2102,2102,7,"['Red Ninja Top', 'Off White A', 'Chewing', 'Red', 'Pink Hairband', 'Fan', 'Human']"
2103,2103,8,"['Broken Straw Hat', 'Relaxed', 'Off White D', 'Azuki Tech Jacket', 'Human', 'Blue Samurai', 'Red Fang Face Paint', 'Determined']"
2104,2104,7,"['Smirk', 'Indifferent', 'Off White C', 'Indigo Swept Back', 'Red Panda T-Shirt', 'Human', 'Red Fang Face Paint']"
2105,2105,8,"['Red', 'Zanbato', 'Chill', 'Sneakers', 'Red Perfecto Jacket', 'Smoking', 'Human', 'Blonde Long']"
2106,2106,6,"['Meh', 'Curious', 'Off White A', 'White T-Shirt', 'Human', 'Green Samurai']"
2107,2107,7,"['Yellow Kanzashi', 'Green Pigtails', 'Bubble Gum', 'Off White B', 'Vest', 'Human', 'Striking']"
2108,2108,9,"['Indifferent', 'Relaxed', 'Full Bandana', 'Off White D', 'Azuki Track Jacket', 'Human', 'Golden Sheathed Katana', 'Maroon Fluffy', 'Chiyogami']"
2109,2109,9,"['Towel', 'Orange Short Spiky', 'Chill', 'Broken Straw Hat', 'Smirk', 'Brown Yukata', 'Fan', 'Off White B', 'Human']"
2110,2110,7,"['Off White A', 'Camo Hoodie', 'Meditating', 'Brown Samurai', 'Human', 'Banner', 'Chuckle']"
2111,2111,9,"['Red', 'Red Hoodie', 'Skateboard', 'Red Panda Baseball Cap', 'Human', 'Blonde Swept Back', 'Chuckle', 'Closed', 'Ji Eyeband']"
2112,2112,9,"['Cool Gray', 'Smirk', 'Closed', 'Red', 'Green Yukata', 'Cowboy Hat', 'Maroon Fluffy', 'Chiyogami', 'Hand Seal']"
2113,2113,7,"['Bubble Gum', 'Off White B', 'Purple Bun', 'Human', 'Frog Beanie', 'Amethyst', 'Light Armor']"
2114,2114,9,"['Bean Juice', 'Corded Earbuds', 'Smile', 'Off White A', 'Joyful', 'Blue Bob', 'Human', 'Red Bandana', 'Tank Top']"
2115,2115,8,"['Meh', 'Brown Messy', 'Black Yukata', 'Lipstick Kiss', 'Off White C', 'Lantern', 'Careless', 'Human']"
2116,2116,7,"['Pink Flowy', 'Joyful', 'Off White D', 'Frown', 'Pointy Straw Hat', 'Human', 'Frog Hoodie']"
2117,2117,8,"['Zen Headphones', 'Cool Gray', 'Red Ninja Top', 'Backwards Cap', 'Laughing', 'Maroon Bob', 'Human', 'Striking']"
2118,2118,8,"['Zanbato', 'Lipstick', 'Off White C', 'Human', 'Wireless Earbuds', 'Light Armor', 'Indigo Ponytail', 'Closed']"
2119,2119,8,"['Zen Headphones', 'Relaxed', 'Lipstick Kiss', 'Off White D', 'Bloody Bomber', 'Tired', 'Human', 'Teal Messy']"
2120,2120,9,"['Tribal Tattoo', 'Scroll', 'Off White B', 'Floorsweeper', 'Vest', 'Human', 'Silver Long', 'Seer Eyeband', 'Closed']"
2121,2121,7,"['Rain Jacket', 'Off White A', 'Ruby', 'Blue Bun', 'Blue Sunglasses', 'Human', 'Closed']"
2122,2122,9,"['Sloth Kimono', 'Off White A', 'Beads', 'Lipstick', 'Blue Bun', 'Leather Katana', 'Human', 'Ear Cuffs', 'Hopeful']"
2123,2123,8,"['Sloth T-Shirt', 'Backwards Cap', 'Dark Purple', 'Joyful', 'Violet Flowy', 'Round Blue Sunglasses', 'Frown', 'Human']"
2124,2124,8,"['Black Kimono', 'Off White D', 'Kabuki Facepaint', 'Black Swept Back', 'Human', 'Cowboy Hat', 'Growl', 'Bored']"
2125,2125,7,"['Red', 'Curious', 'Black Pink Long', 'Relaxed', 'Denim Jacket', 'Bat', 'Human']"
2126,2126,8,"['Corded Earbuds', 'Dress Shirt', 'Maroon Bob', 'Grass', 'Off White C', 'Human', 'Relaxed', 'Purple Kanzashi']"
2127,2127,7,"['Cat Headband', 'Ruby', 'Off White D', 'Grass', 'Cat Hoodie', 'Human', 'Silver Hairband']"
2128,2128,7,"['Red', 'Horns', 'Bubble Gum', 'Meditating', 'Suit with Turtleneck', 'Brown Samurai', 'Human']"
2129,2129,6,"['Red Panda Hoodie', 'Dark Blue', 'Daydreaming', 'Brown Flowy', 'Human', 'Closed']"
2130,2130,7,"['Indigo Messy', 'Zanbato', 'Relaxed', 'Off White A', 'Human', 'Archer', 'Bored']"
2131,2131,9,"['Red', 'Hoodie', 'Choker', 'Silver Pixie', 'Reading Glasses', 'Guitar', 'Smoking', 'Human', 'Relaxed']"
2132,2132,10,"['Blonde Bun', 'Purple Kanzashi', 'Eye Scar', 'Ruby', 'Off White D', 'Gloves', 'Bloody Bomber', 'Frown', 'Human', 'Red Tassel']"
2133,2133,6,"['Suspicious', 'Blue Kimono', 'Off White B', 'Whistling', 'Human', 'Blonde Swept Back']"
2134,2134,6,"['Relaxed', 'Off White A', 'Maroon Bob', 'Camo Hoodie', 'Human', 'Closed']"
2135,2135,7,"['Red Hoodie', 'Chill', 'Closed', 'Blue Sunglasses', 'Dark Purple', 'Silver Disheveled', 'Blue']"
2136,2136,7,"['Horns', 'Off White D', 'Concerned', 'Blue Floral Kimono', 'Grass', 'Indigo Bangs', 'Human']"
2137,2137,7,"['Eye Scar', 'Brown Yukata', 'Off White B', 'Blue Spiky', 'Careless', 'Human', 'Growl']"
2138,2138,9,"['Relaxed', 'Off White A', 'Maroon Bun', 'Black Bomber', 'Monkey King Staff', 'Koi Tattoo', 'Human', 'Red Bandana', 'Striking']"
2139,2139,9,"['Chain', 'Black Blazer', 'Off White D', 'Pensive', 'Bubble Gum', 'Katana', 'Human', 'Blonde Swept Back', 'Sakura']"
2140,2140,7,"['Teal Hairband', 'Concerned', 'Lipstick', 'Leather Katana', 'Off White C', 'Human', 'Light Armor']"
2141,2141,7,"['Teal Hairband', 'Corded Earbuds', 'Lavender Kimono with Bow', 'Off White A', 'Grin', 'Calm', 'Human']"
2142,2142,8,"['Relaxed', 'Full Bandana', 'Long Dreadlocks', 'White Hoodie', 'Off White C', 'Pierced Eyebrow', 'Human', 'Golden Katana']"
2143,2143,8,"['Buzzcut', 'Sloth Headband', 'Off White D', 'Bubble Gum', 'Plated Samurai Armor', 'Meditating', 'Human', 'Chill Headphones']"
2144,2144,7,"['Zanbato', 'Off White D', 'Brown Yukata', 'Meditating', 'Human', 'Blonde Swept Back', 'Closed']"
2145,2145,10,"['Golden Shuriken', 'Spirit', 'Dark Blue', 'Fireflies', 'White Qipao with Fur', 'Spirit Ponytail', 'Round Blue Sunglasses', 'Lipstick', 'Contract Tattoo', 'Striking']"
2146,2146,6,"['Blonde Hairband', 'Off White B', 'White Hoodie', 'Lipstick', 'Human', 'Hopeful']"
2147,2147,8,"['Black Glasses', 'Square Stud', 'Kung Fu Shirt', 'Off White D', 'Human', 'Growl', 'Teal Messy', 'Bored']"
2148,2148,9,"['Magenta Pigtails', 'Cool Gray', 'Smirk', 'Red', 'Sakura Katana', 'Chef Headband', 'Blue Kimono with Bow', 'Calm', 'Red Fang Face Paint']"
2149,2149,8,"['Green Flowy', 'Off White A', 'Reading Glasses', 'Joyful', 'Camo Tech Jacket', 'Frown', 'Human', 'Tribal Tattoo']"
2150,2150,9,"['Shinai', 'Wheat Straw', 'Off White D', 'Daydreaming', 'Bloody Bomber', 'Green Ponytail', 'Human', 'Blush', 'Chill Headphones']"
2151,2151,7,"['Relaxed', 'Off White A', 'Katana', 'Black Bomber', 'Blonde Pixie', 'Human', 'Closed']"
2152,2152,5,"['Shinto Robe', 'Chill', 'Pout', 'Off White C', 'Human']"
2153,2153,8,"['Indigo Pixie', 'Laughing', 'Coin', 'Sakura', 'Off White C', 'Red Floral Kimono', 'Human', 'Relaxed']"
2154,2154,8,"['Meh', 'Chill', 'Frog Yukata', 'Fan', 'Off White C', 'Human', 'Frog Headband', 'Blonde Swept Back']"
2155,2155,9,"['Toothpick', 'Backwards Cap', 'White Yukata', 'Suspicious', 'Off White B', 'Skateboard', 'Fire', 'Human', 'Teal Messy']"
2156,2156,8,"['Cat Headband', 'Magenta Pigtails', 'Zanbato', 'Red Ninja Top', 'Chewing', 'Off White B', 'Concerned', 'Human']"
2157,2157,7,"['Hoodie', 'Magenta Flowy', 'Choker', 'Off White B', 'Grass', 'Human', 'Hopeful']"
2158,2158,7,"['Meh', 'White', 'Zanbato', 'Off White D', 'Suikan', 'Indigo Long', 'Human']"
2159,2159,9,"['Skull Ear Cuffs', 'Smirk', 'Off White A', 'Red Panda Headband', 'Gloves', 'Tired', 'Indigo Swept Back', 'Suit with Turtleneck', 'Human']"
2160,2160,9,"['Cool Gray', 'Fireflies', 'Round Purple Sunglasses', 'White T-Shirt', 'Determined', 'Leather Katana', 'Not Bad', 'Human', 'Blonde Long']"
2161,2161,8,"['White', 'Blonde Bun', 'Black Ninja Top', 'Relaxed', 'Off White D', 'Frog Headphones', 'Human', 'Red Fang Face Paint']"
2162,2162,7,"['Kimono with Jacket', 'Cool Gray', 'Blonde Short Spiky', 'Eye Scar', 'Suspicious', 'Human', 'Closed']"
2163,2163,6,"['Smirk', 'Off White D', 'Careless', 'Cat Kigurumi', 'Human', 'Blonde Swept Back']"
2164,2164,7,"['Ruby', 'Purple Bun', 'Lipstick', 'Off White C', 'Turquoise Kimono with Bow', 'Human', 'Hand Seal']"
2165,2165,9,"['Magenta Long', 'Off White A', 'Azuki Sweater', 'Human', 'Wireless Earbuds', 'Eye Patch', 'Chuckle', 'Closed', 'Hand Seal']"
2166,2166,10,"['Smirk', 'Matsuri Happi', 'Red Stripes Face Paint', 'Magenta Long', 'Off White A', 'Red', 'Beads', 'Floorsweeper', 'Cowboy Hat', 'Closed']"
2167,2167,7,"['Off White A', 'Golden Cat Kigurumi', 'Maroon Bun', 'Lightning', 'Human', 'Banner', 'Tactical Knife']"
2168,2168,9,"['Meh', 'Chill', 'Golden Floorsweeper', 'Kung Fu Shirt', 'Dark Purple', 'Lipstick Kiss', 'Indigo Long', 'Butterfly', 'Human']"
2169,2169,8,"['White', 'Off White A', 'Orange Samurai', 'Black Perfecto Jacket', 'Not Bad', 'Human', 'Fur Bucket Hat', 'Water']"
2170,2170,9,"['Off White D', 'Pensive', 'Pout', 'Blue Bomber', 'Blue Sunglasses', 'Golden Bean', 'Human', 'Cowboy Hat', 'Green Samurai']"
2171,2171,10,"['Black Kimono', 'Eye Scar', 'Pout', 'Chef Headband', 'Skateboard', 'Off White C', 'Braids', 'Human', 'Chill Headphones', 'Bored']"
2172,2172,10,"['Black Pink Long', 'Red Stripes Face Paint', 'White Blazer', 'Straw Hat', 'Gaiter', 'Off White C', 'Careless', 'Sakura Katana', 'Human', 'Chill Headphones']"
2173,2173,8,"['Smirk', 'Red Spiked Ring', 'Off White A', 'Joyful', 'Cat Hoodie', 'Blue Bun', 'Human', 'Purple Kanzashi']"
2174,2174,7,"['Spirit', 'Water', 'Dark Blue', 'Striking', 'Water Orb', 'Water', 'Closed']"
2175,2175,6,"['Off White A', 'Determined', 'Maroon Bun', 'Human', 'Black Hoodie', 'Closed']"
2176,2176,7,"['Off White A', 'Chewing', 'Lantern', 'Blonde Pixie', 'Vest', 'Human', 'Relaxed']"
